epoch,kl_weight,train_loss,train_recon,train_kl,train_prop_mse,val_loss,val_recon,val_kl,val_prop_mse
62,0.9999999509291198,19.430223593282317,19.22110821474917,0.1733590062015277,0.03575637686717299,24.647975276066706,24.431391838269356,0.17326814348881062,0.043315312495598425
63,0.9999999705331528,19.31040539627336,19.098545120134865,0.17684887415021147,0.035011408641879176,24.778452212993916,24.546970709776268,0.18343007541619816,0.048051433016856514
64,0.9999999823052884,19.150044080197063,18.94089921605492,0.1739441043311813,0.0352007336829584,24.914516869569436,24.685310353988257,0.16796102118797793,0.06124548132602985
65,0.9999999893744037,19.132808297090953,18.927520224550566,0.17093477684456512,0.03435327695680521,24.90759107149564,24.688740138518504,0.17420362944786366,0.04464731727464077
66,0.9999999936193764,18.954435440942117,18.750328318422984,0.16952161011769262,0.03458551528779715,25.069879385141228,24.854154381385218,0.16139721228526188,0.054327804213150956
67,0.9999999961684638,18.899463340385203,18.69953295469556,0.16627536160168382,0.033655041556894576,25.11296508984688,24.89769529684996,0.18211081272516494,0.033158970356751714
68,0.9999999976991794,18.764613746373385,18.564022001138163,0.16675608791198535,0.03383563987235353,25.197482094397913,24.986143043713692,0.16360214322041242,0.047736858958617234
69,0.9999999986183674,18.666984427614114,18.462043500136893,0.17183302492413036,0.03310787452898809,25.288850060487405,25.07028841850085,0.17271315486003191,0.04584850400495224
70,0.9999999991703357,18.616606598161372,18.419607997620254,0.1643377116444853,0.03266089587040169,25.444043653439252,25.22884610493978,0.15423151491544185,0.06096604905831508
71,0.9999999995017903,18.471678061795206,18.276055366446517,0.16263047553080653,0.03299220836378353,25.51478787935697,25.303248713566706,0.16060682275356392,0.050932306815416384
72,0.9999999997008273,18.399123171172366,18.200266717369228,0.16579641709730725,0.03306003242886138,25.66233403132512,25.445542271931966,0.1554499346476335,0.06134189839164416
73,0.9999999998203482,18.373715308264426,18.174670230295668,0.16707004798298006,0.031975032123997216,25.68651837079953,25.47090955880972,0.15171951124301322,0.06388926483117617
74,0.9999999998921199,18.23510494906383,18.037664167693432,0.16406695272013155,0.033373839802245696,25.78311495658679,25.57163153428298,0.1559600252371568,0.05552336413126725
75,0.9999999999352185,18.142330201213145,17.943706515713455,0.16587783143502005,0.032745880498513666,25.899033218775042,25.676793748904498,0.15270249667840127,0.0695369789424615
76,0.9999999999610989,18.195913600812887,18.002968463006013,0.16162954986163391,0.031315584963839606,25.967740102914664,25.760918856889774,0.14482661806620084,0.061994663797892056
77,0.99999999997664,18.049266821710116,17.858767498586168,0.15920328156026495,0.031296046796396054,25.955647639739208,25.734593454996745,0.16965670318175585,0.05139751831690471
78,0.9999999999859726,17.975883645913484,17.781612023252446,0.1633175124744529,0.03095411049136244,26.166489009368114,25.954759548871944,0.1488774592295671,0.06285195385034267
79,0.9999999999915765,17.91444460369706,17.719686235234295,0.16444214337856902,0.030316231010360652,26.191367760682716,25.979332870092147,0.15309562006822,0.05893936663483962
80,0.9999999999949418,17.819813275962492,17.623280864485043,0.165978329309274,0.030554080933137048,26.411126963297527,26.179721665993714,0.16472126956169422,0.06668409496927873
81,0.9999999999969627,17.750535910594422,17.5562512844699,0.16349511405829012,0.0307894960797669,26.38809999319223,26.17465010422927,0.16443981314316775,0.04901009801870737
82,0.9999999999981761,17.743308435959854,17.547983163031095,0.16488924303953298,0.03043604835107532,26.593800911536583,26.37630258217836,0.15333884075666085,0.06415945755747648
83,0.9999999999989047,17.71143555940217,17.517370516517143,0.16448633691366069,0.029578703012266446,26.688724420009514,26.460975392659506,0.15856472483048073,0.06918436548648736
84,0.9999999999993423,17.590349916177573,17.400642200369926,0.16014353770809409,0.029564204523308008,26.650466439662836,26.42483764061561,0.15192086883844474,0.07370796377460162
85,0.999999999999605,17.538878360387265,17.35214509061424,0.1566401752160104,0.030093089802702516,26.741590949816583,26.507927879920373,0.1494462496959246,0.0842168044585448
86,0.9999999999997629,17.51608252226287,17.33417404744617,0.15221477138088801,0.029693731476904288,26.8437929104536,26.624199676513673,0.1536409276418197,0.06595241740728036
87,0.9999999999998577,17.477955248364022,17.292897064574362,0.15587765983854895,0.029180541122172925,27.010436923687276,26.772487278473683,0.1697675339686565,0.06818213346294867
88,0.9999999999999145,17.368968104554963,17.183001846652754,0.15655886366997368,0.02940738918111068,27.036721498538288,26.82019621042105,0.15363565305104623,0.06288961728031818
89,0.9999999999999487,17.338404230272214,17.152373418296893,0.15596492864624803,0.030065897089708492,27.157523072071566,26.93197978093074,0.15375719334070498,0.07178608899315199
90,0.9999999999999691,17.3636542682365,17.17639674835901,0.15814995748694974,0.029107568028384018,27.202921745104668,26.975434816800632,0.16938150036029326,0.05810534121134342
91,0.9999999999999816,17.259503800621598,17.074247760946694,0.15565819017155821,0.029597808190641613,27.263667776645757,27.038747102786335,0.1710124433804781,0.05390827858295196
92,0.9999999999999889,17.269266588522065,17.089958712883387,0.15047973662852698,0.028828133601151586,27.370210138956704,27.16629500755897,0.13849016107045686,0.06542502080018704
93,0.9999999999999933,17.192248510797864,17.01441057405287,0.14955966735732323,0.028278284691839118,27.460175098517002,27.2528987297645,0.1420103744818614,0.06526601410064942
94,0.999999999999996,17.138518945656998,16.961668276596505,0.14818065753684484,0.028670001122463356,27.518909483689526,27.294138013399564,0.13953039317558974,0.08524104864933552
95,0.9999999999999976,17.103400064031238,16.927986065093577,0.147343264771636,0.02807072237688313,27.51008245027982,27.296666913154798,0.14257531666602843,0.07084026753138273
96,0.9999999999999984,17.020309789694565,16.850636512143037,0.14173880037230396,0.02793447870470184,27.680690599099183,27.45384860894619,0.14405859330525764,0.08278337189784417
97,0.9999999999999991,16.993764260747685,16.82408941675619,0.14124432249481078,0.028430555727303096,27.725995381673176,27.48932209503956,0.16332298987186872,0.07335030673406064
98,0.9999999999999996,16.99583664614635,16.824864078138955,0.14333616727655127,0.027636408788325136,27.879573352520282,27.65693260584122,0.1449049799488141,0.07773576082709507
99,0.9999999999999998,16.88264812221549,16.713778834522383,0.14052454481154103,0.028344736059123018,27.990972186357546,27.762377235216974,0.13909732982134207,0.08949756247875018
100,0.9999999999999998,16.915503633470873,16.746094125706357,0.14182584400595663,0.0275836523973777,27.962493182451297,27.745203771346656,0.15030961636549386,0.06697983401708114
101,0.9999999999999998,16.849313971933782,16.680223636779438,0.14127026778670237,0.027820081213763156,28.05066645695613,27.826477667001576,0.1441927413909863,0.07999608705823238
102,1.0,16.835493112779396,16.6646878200083,0.14327293429672378,0.027532351529278805,28.113331848535783,27.87870639898838,0.14182696338647452,0.09279854150536733
103,1.0,16.774411256935878,16.610020837055238,0.1364602006827412,0.02793020771990531,28.175319329286232,27.983515372643105,0.12694127498528895,0.06486275379474346
104,1.0,16.828720445100096,16.659591069651032,0.1419430561745996,0.02718632590628846,28.27301250359951,28.087313529772636,0.13237974681915382,0.05331924252021007
105,1.0,16.69117207619592,16.522485352976155,0.14081639669062473,0.02787031407575277,28.241834092751528,28.053331032777443,0.13347845264734365,0.055024584994102135
106,1.0,16.72888468880474,16.56036366840045,0.14074941470097652,0.027771591812588845,28.384693928253956,28.17750684298002,0.1329431205223768,0.07424409139232757
107,1.0,16.6809583172423,16.51968979862696,0.13388548302490735,0.027383029021263258,28.509792826725885,28.314053990290716,0.14249552897153756,0.053243342080177405
108,1.0,16.652967957025787,16.491925515225976,0.13392974315646572,0.027112707520114042,28.504468829815206,28.31246326153095,0.1291810107918886,0.06282464798826437
109,1.0,16.634010455763327,16.470200181958884,0.136531294033594,0.027278977006614344,28.52477575448843,28.33866446079352,0.1075517252087593,0.07855961584509948
110,1.0,16.635091461912392,16.475319679134113,0.1327214391993416,0.02705033746693483,28.581309254964193,28.355066543970352,0.143230252349988,0.08301251778999964
111,1.0,16.591980190342344,16.42685080390156,0.13790112176534117,0.0272282842608294,28.64792127364721,28.438517868824494,0.14319734710913437,0.06620612599146672
112,1.0,16.544864127138457,16.385993423592407,0.131821765765089,0.027048929264193385,28.751842870467748,28.545665036714993,0.13719990364251994,0.06897793429402205
113,1.0,16.565373751837143,16.41188859395861,0.12628069946047518,0.02720443375340685,28.796748655270306,28.591922036195413,0.12910766364672246,0.0757190245275314
114,1.0,16.561662885454933,16.4036276647683,0.13094250455566658,0.027092710035951848,28.7425476367657,28.539535277929062,0.12429384126877173,0.07871855126741605
115,1.0,16.49276721980444,16.336438907592843,0.1290989466810104,0.02722933109076598,28.849693885216347,28.652302384987856,0.12947758814463248,0.06791397212789609
116,1.0,16.533318820266114,16.37673215094015,0.12943365163209092,0.027153039941014118,28.983442267393453,28.778907198783678,0.1352507159113884,0.06928440426022578
117,1.0,16.499238518787763,16.341459930554763,0.13103398007840902,0.02674460377248945,28.898658772003955,28.696221023950823,0.13817411557986187,0.06426369215433414
118,1.0,16.49721705165937,16.33980236140461,0.130942305318476,0.026472375582173007,29.008282871735403,28.819258606739535,0.11971441419460835,0.06930988776760223
119,1.0,16.42002388172302,16.26471590968603,0.12878975855821623,0.026518202121842104,29.090144504644933,28.89740033271985,0.1306255598098804,0.062118589878082275
120,1.0,16.38860942238141,16.231654077462487,0.12834011906908746,0.02861524123205732,28.982726600842597,28.801053003164437,0.1206988364076003,0.060974676219316626
